user_id,user_sentiment_pref,user_price_pref,user_proximity_pref,restaurant_id,restaurant_name,sentiment_score,price_score,proximity_score,relevance_label
15566689,0.268872927,0.243006364,0.488120709,306847,Pitstop,0.683486206706886,0.8956630984741581,0.978642824529657,5
15566689,0.268872927,0.243006364,0.488120709,312991,Freakin Beans,0.9893116683591718,0.5671825573057554,0.5197277069493502,4
15566689,0.268872927,0.243006364,0.488120709,18466408,Desi Dhaba,0.4952175947243654,0.339993692549381,0.9995054706927672,4
15566689,0.268872927,0.243006364,0.488120709,307113,Diggin,0.6997468722203858,0.7325657410564292,0.691799388250005,4
15566689,0.268872927,0.243006364,0.488120709,18458655,Singh Chinese Fast Food,0.8291449809637322,0.6691608056216768,0.7324719170401688,4
15566689,0.268872927,0.243006364,0.488120709,18456774,Pishori Chicken Corner,0.7560452800946414,0.2162227636597009,0.9708977783317788,4
15566689,0.268872927,0.243006364,0.488120709,312153,Green Chilli,0.4048596601969882,0.3596125153763155,0.7090170700857836,3
15566689,0.268872927,0.243006364,0.488120709,300874,Shanu's Food Shop,0.1501667682286975,0.231010982787251,0.9663126286398692,3
15566689,0.268872927,0.243006364,0.488120709,18252364,Republic of Chicken,0.2345943867012501,0.9618439340045538,0.738893301947803,3
15566689,0.268872927,0.243006364,0.488120709,9442,Shudh Vaishno Bhojanalaya,0.4191995844865746,0.8945306189806337,0.1558706356288325,2
15566689,0.268872927,0.243006364,0.488120709,303094,Idliss,0.3491450175115464,0.3070004072935599,0.5712405157533136,2
15566689,0.268872927,0.243006364,0.488120709,18489823,Cafe Lounge,0.7699313838735916,0.8267604366746341,0.2230577433240476,2
15566689,0.268872927,0.243006364,0.488120709,2250,Gupta's Restaurant,0.5094556991577998,0.4258502651552422,0.207288020272561,1
15566689,0.268872927,0.243006364,0.488120709,309429,Sardar A Pure Meat Shop,0.2019191064758378,0.8317460864289773,0.1709331752296307,1
15569641,0.336149904,0.380880211,0.282969885,801693,Bar Bar,0.8440366237673387,0.578941736486352,0.9268880893248036,5
15569641,0.336149904,0.380880211,0.282969885,313146,Ben's Foods,0.8588303785267708,0.3254914530380154,0.741838585503692,4
15569641,0.336149904,0.380880211,0.282969885,71443,Palmshore,0.5057554342637189,0.6704011355889254,0.577573530999087,3
15569641,0.336149904,0.380880211,0.282969885,18427231,ChocoLite,0.78441814564846,0.4267013049843053,0.4048739160754979,3
15569641,0.336149904,0.380880211,0.282969885,18489511,Chung-Fu,0.1176494792268282,0.8731699250053084,0.8229816209864985,3
15569641,0.336149904,0.380880211,0.282969885,18439527,Big B Pastry Shop,0.7793852760177046,0.298959278542495,0.3559105917504436,2
15569641,0.336149904,0.380880211,0.282969885,307419,Frontier Restaurant,0.5174288422069386,0.3487694869843072,0.7071108860142881,2
15569641,0.336149904,0.380880211,0.282969885,2383,Ane China,0.4810222246157074,0.4495932446973167,0.4683454557815657,2
15569641,0.336149904,0.380880211,0.282969885,303250,Twenty Four Seven,0.1152215199294466,0.8512641592992708,0.3068550962188258,1
15569641,0.336149904,0.380880211,0.282969885,300459,Cake Palace,0.6884001306605407,0.1237048315736968,0.4118490005682876,1
15569641,0.336149904,0.380880211,0.282969885,312926,Chinese Hot,0.9689037711405591,0.103040962127571,0.2182740356271359,1
15569641,0.336149904,0.380880211,0.282969885,2200045,The Kulcha Land,0.6495580381974694,0.2440666949380575,0.282672472747765,1
15570769,0.015538524,0.241038845,0.743422631,18430907,Rana's Food Corner,0.5890652669784378,0.5806020751727494,0.974117649592316,5
15570769,0.015538524,0.241038845,0.743422631,3182,Chandrika,0.6260040187816834,0.8325855771159778,0.8067408049079978,5
15570769,0.015538524,0.241038845,0.743422631,4931,Suruchi,0.1936977237861164,0.9171015403715496,0.90600555729419,5
15570769,0.015538524,0.241038845,0.743422631,18415376,GoGourmet,0.8547596165782511,0.5667816604795023,0.8036449413840209,4
15570769,0.015538524,0.241038845,0.743422631,311013,Oh Buoy,0.1362971449463617,0.9969052775624712,0.6028462792971334,4
15570769,0.015538524,0.241038845,0.743422631,3585,Suburbia - The Empire,0.5470901729732525,0.6068782832033451,0.5707372011533851,4
15570769,0.015538524,0.241038845,0.743422631,18421463,Madaan Confectionery,0.384064609387015,0.1677450169032434,0.9870171669139116,4
15570769,0.015538524,0.241038845,0.743422631,56618,AB's - Absolute Barbecues,0.4392499864824168,0.5701359375701209,0.611723962620998,4
15570769,0.015538524,0.241038845,0.743422631,18432849,Smokey Flavours,0.3848219056553488,0.4251004617108577,0.240632485891881,1
15570769,0.015538524,0.241038845,0.743422631,313012,Pizza Day,0.9493897439908128,0.3709784624186922,0.1065456833307324,1
15570932,0.009549312,0.451134814,0.539315874,305183,First Treat Bakers,0.7634191725609751,0.8967060857900553,0.9056242233653644,5
15570932,0.009549312,0.451134814,0.539315874,308337,La Bodega,0.1482713123687477,0.8994932332323599,0.9115064427042866,5
15570932,0.009549312,0.451134814,0.539315874,304445,Bhola Dhaba,0.6768689752888819,0.8115935734410498,0.4763825059084516,4
